	0.55	0.5	0.668954
	0.55	0.5	-0.668954
	0.55	-0.5	0.668954
	0.55	-0.5	-0.668954
	-0.55	0.5	0.668954
	-0.55	0.5	-0.668954
	-0.55	-0.5	0.668954
	-0.55	-0.5	-0.668954
	0.358333	0.25	0.899498
	0.358333	0.25	-0.899498
	0.358333	-0.25	0.899498
	0.358333	-0.25	-0.899498
	-0.358333	0.25	0.899498
	-0.358333	0.25	-0.899498
	-0.358333	-0.25	0.899498
	-0.358333	-0.25	-0.899498
	0.483333	0.0333333	0.874802
	0.483333	0.0333333	-0.874802
	0.483333	-0.0333333	0.874802
	0.483333	-0.0333333	-0.874802
	-0.483333	0.0333333	0.874802
	-0.483333	0.0333333	-0.874802
	-0.483333	-0.0333333	0.874802
	-0.483333	-0.0333333	-0.874802
	0.491667	0.15	0.857767
	0.491667	0.15	-0.857767
	0.491667	-0.15	0.857767
	0.491667	-0.15	-0.857767
	-0.491667	0.15	0.857767
	-0.491667	0.15	-0.857767
	-0.491667	-0.15	0.857767
	-0.491667	-0.15	-0.857767
	0.816667	0.108333	0.56685
	0.816667	0.108333	-0.56685
	0.816667	-0.108333	0.56685
	0.816667	-0.108333	-0.56685
	-0.816667	0.108333	0.56685
	-0.816667	0.108333	-0.56685
	-0.816667	-0.108333	0.56685
	-0.816667	-0.108333	-0.56685
	0.5	0.575	0.647592
	0.5	0.575	-0.647592
	0.5	-0.575	0.647592
	0.5	-0.575	-0.647592
	-0.5	0.575	0.647592
	-0.5	0.575	-0.647592
	-0.5	-0.575	0.647592
	-0.5	-0.575	-0.647592
	0.5	0.566667	0.654896
	0.5	0.566667	-0.654896
	0.5	-0.566667	0.654896
	0.5	-0.566667	-0.654896
	-0.5	0.566667	0.654896
	-0.5	0.566667	-0.654896
	-0.5	-0.566667	0.654896
	-0.5	-0.566667	-0.654896
	0.0833333	0.108333	0.990616
	0.0833333	0.108333	-0.990616
	0.0833333	-0.108333	0.990616
	0.0833333	-0.108333	-0.990616
	-0.0833333	0.108333	0.990616
	-0.0833333	0.108333	-0.990616
