      -0.828571	       0.661052	       0.028571
      -0.830265	       0.657143	       0.028571
      -0.828571	       0.657143	       0.038983
      -0.828571	       0.661052	      -0.028571
      -0.830265	       0.657143	      -0.028571
      -0.828571	       0.657143	      -0.038983
      -0.828571	       0.627513	       0.085714
      -0.837108	       0.600000	       0.085714
      -0.828571	       0.600000	       0.112052
      -0.846808	       0.600000	       0.028571
      -0.846808	       0.600000	      -0.028571
      -0.828571	       0.627513	      -0.085714
      -0.837108	       0.600000	      -0.085714
      -0.828571	       0.600000	      -0.112052
      -0.828571	       0.552349	       0.142857
      -0.830782	       0.542857	       0.142857
      -0.828571	       0.542857	       0.147464
      -0.849135	       0.542857	       0.085714
      -0.859649	       0.542857	       0.028571
      -0.859649	       0.542857	      -0.028571
      -0.849135	       0.542857	      -0.085714
      -0.828571	       0.552349	      -0.142857
      -0.830782	       0.542857	      -0.142857
      -0.828571	       0.542857	      -0.147464
      -0.837852	       0.485714	       0.142857
      -0.828571	       0.485714	       0.162818
      -0.856899	       0.485714	       0.085714
      -0.868025	       0.485714	       0.028571
      -0.868025	       0.485714	      -0.028571
      -0.856899	       0.485714	      -0.085714
      -0.837852	       0.485714	      -0.142857
      -0.828571	       0.485714	      -0.162818
      -0.840833	       0.428571	       0.142857
      -0.828572	       0.428571	       0.170300
      -0.859901	       0.428571	       0.085714
      -0.871251	       0.428571	       0.028571
      -0.871251	       0.428571	      -0.028571
      -0.859901	       0.428571	      -0.085714
      -0.840833	       0.428571	      -0.142857
      -0.828571	       0.428571	      -0.170300
      -0.839837	       0.371429	       0.142857
      -0.828571	       0.371429	       0.169306
      -0.858001	       0.371429	       0.085714
      -0.868986	       0.371429	       0.028571
      -0.868986	       0.371429	      -0.028571
      -0.858001	       0.371429	      -0.085714
      -0.839837	       0.371429	      -0.142857
      -0.828571	       0.371429	      -0.169306
      -0.835498	       0.314286	       0.142857
      -0.828571	       0.314286	       0.160033
      -0.851711	       0.314286	       0.085714
      -0.861609	       0.314286	       0.028571
      -0.861609	       0.314286	      -0.028571
      -0.851711	       0.314286	      -0.085714
      -0.835498	       0.314286	      -0.142857
      -0.828571	       0.314286	      -0.160033
      -0.829068	       0.257143	       0.142857
      -0.828571	       0.257143	       0.144162
      -0.842429	       0.257143	       0.085714
      -0.850558	       0.257143	       0.028571
      -0.850558	       0.257143	      -0.028571
      -0.842429	       0.257143	      -0.085714
      -0.829068	       0.257143	      -0.142857
      -0.828571	       0.257143	      -0.144163
      -0.828571	       0.252186	       0.142857
      -0.832389	       0.200000	       0.085714
      -0.828571	       0.200000	       0.103679
      -0.838371	       0.200000	       0.028571
      -0.838371	       0.200000	      -0.028571
      -0.832389	       0.200000	      -0.085714
      -0.828571	       0.200000	      -0.103679
      -0.828571	       0.252186	      -0.142857
      -0.828571	       0.171094	       0.085714
      -0.828571	       0.144968	       0.028571
      -0.828571	       0.144968	      -0.028571
      -0.828571	       0.171094	      -0.085714
      -0.771429	       0.739944	       0.085714
      -0.787198	       0.714286	       0.085714
      -0.771429	       0.714286	       0.125814
      -0.771429	       0.761665	       0.028571
      -0.799491	       0.714286	       0.028571
      -0.771429	       0.761665	      -0.028571
      -0.799491	       0.714286	      -0.028571
      -0.771429	       0.739944	      -0.085714
      -0.787198	       0.714286	      -0.085714
      -0.771429	       0.714286	      -0.125814
      -0.771429	       0.697845	       0.142857
      -0.790714	       0.657143	       0.142857
      -0.771429	       0.657143	       0.175776
      -0.816433	       0.657143	       0.085714
      -0.816433	       0.657143	      -0.085714
      -0.771429	       0.697845	      -0.142857
      -0.790714	       0.657143	      -0.142857
      -0.771429	       0.657143	      -0.175776
      -0.771429	       0.617983	       0.200000
      -0.778318	       0.600000	       0.200000
      -0.771429	       0.600000	       0.209035
      -0.813394	       0.600000	       0.142857
      -0.813394	       0.600000	      -0.142857
      -0.771429	       0.617982	      -0.200000
      -0.778317	       0.600000	      -0.200000
      -0.771429	       0.600000	      -0.209035
      -0.793042	       0.542857	       0.200000
      -0.771429	       0.542857	       0.228815
      -0.793042	       0.542857	      -0.200000
      -0.771429	       0.542857	      -0.228815
      -0.803328	       0.485714	       0.200000
      -0.771429	       0.485714	       0.243578
      -0.803328	       0.485714	      -0.200000
      -0.771429	       0.485714	      -0.243578
      -0.808422	       0.428571	       0.200000
      -0.771429	       0.428571	       0.252301
      -0.808422	       0.428571	      -0.200000
      -0.771429	       0.428571	      -0.252301
      -0.807877	       0.371429	       0.200000
      -0.771429	       0.371429	       0.253936
      -0.807877	       0.371429	      -0.200000
      -0.771429	       0.371429	      -0.253935
      -0.801937	       0.314286	       0.200000
      -0.771429	       0.314286	       0.247794
      -0.801937	       0.314286	      -0.200000
      -0.771429	       0.314286	      -0.247794
      -0.791929	       0.257143	       0.200000
      -0.771429	       0.257143	       0.234300
      -0.791929	       0.257143	      -0.200000
      -0.771429	       0.257143	      -0.234300
      -0.780357	       0.200000	       0.200000
      -0.771429	       0.200000	       0.215993
      -0.808021	       0.200000	       0.142857
      -0.808021	       0.200000	      -0.142857
      -0.780357	       0.200000	      -0.200000
      -0.771429	       0.200000	      -0.215993
      -0.771429	       0.147950	       0.200000
      -0.787140	       0.142857	       0.142857
      -0.771429	       0.142857	       0.193484
      -0.807443	       0.142857	       0.085714
      -0.825917	       0.142857	       0.028571
