n	-0.946756	-0.296264	0.126017
v	-0.794197	-0.28	0.64
n	-0.85609	-0.285726	0.430664
v	-0.76	-0.28	0.646824
n	-0.843577	-0.294252	0.449216
v	-0.76	-0.28	0.612907
n	-0.895264	-0.323992	0.305829
v	-0.76	-0.260924	0.6
n	-0.938005	-0.330916	0.103158
v	-0.782831	-0.32	0.64
n	-0.856963	-0.361347	0.367482
v	-0.76	-0.32	0.641953
n	-0.833478	-0.377967	0.403058
v	-0.76	-0.32	0.632245
n	-0.85959	-0.372837	0.349424
v	-0.76	-0.349558	0.64
n	-0.849694	-0.376749	0.36889
v	-0.72	0.428135	0.64
n	-0.795142	0.45829	0.39714
v	-0.744054	0.4	0.64
n	-0.813237	0.418665	0.404184
v	-0.72	0.4	0.642194
n	-0.811406	0.43718	0.387936
v	-0.72	0.4	0.631291
n	-0.819504	0.456975	0.345814
v	-0.757189	0.36	0.64
n	-0.822886	0.405897	0.397626
v	-0.72	0.36	0.649128
n	-0.809445	0.376619	0.450507
v	-0.72	0.36	0.60376
n	-0.880031	0.434586	0.191522
v	-0.72	0.32	0.660072
n	-0.794532	0.366101	0.484448
v	-0.72	0.356539	0.6
n	-0.89652	0.420429	0.139613
v	-0.74207	0.32	0.6
n	-0.911002	0.381602	0.156383
v	-0.72	0.32	0.590855
n	-0.892596	0.439423	0.100892
v	-0.72	0.28	0.674447
n	-0.751586	0.274518	0.599798
v	-0.755292	0.28	0.6
n	-0.923156	0.342961	0.173667
v	-0.72	0.28	0.577705
n	-0.933923	0.357306	-0.0109405
v	-0.72	0.266705	0.68
n	-0.719279	0.274574	0.638159
v	-0.731894	0.24	0.68
n	-0.729528	0.260979	0.632202
v	-0.72	0.24	0.684046
n	-0.718577	0.25848	0.645627
v	-0.72	0.24	0.562421
n	-0.91821	0.296799	-0.262299
v	-0.744463	0.2	0.68
n	-0.749092	0.182188	0.636921
v	-0.72	0.2	0.690444
n	-0.70865	0.186856	0.680367
v	-0.72	0.233998	0.56
n	-0.918022	0.295377	-0.264551
v	-0.732738	0.2	0.56
n	-0.931828	0.249145	-0.263863
v	-0.72	0.2	0.550669
n	-0.907461	0.235803	-0.347723
v	-0.752916	0.16	0.68
n	-0.771665	0.145068	0.619264
v	-0.72	0.16	0.696634
n	-0.714727	0.160352	0.680773
v	-0.74301	0.16	0.56
n	-0.937459	0.18806	-0.292924
v	-0.72	0.16	0.54005
n	-0.891192	0.211948	-0.401068
v	-0.758685	0.12	0.68
n	-0.782123	0.10647	0.613961
v	-0.72	0.12	0.702087
n	-0.706411	0.0943827	0.701481
v	-0.749917	0.12	0.56
n	-0.969773	0.11144	-0.217073
v	-0.72	0.12	0.530694
n	-0.870893	0.150528	-0.467852
v	-0.72	0.08	0.706342
n	-0.688861	0.0677456	0.721721
v	-0.754399	0.08	0.56
n	-0.975733	0.089943	-0.19964
v	-0.72	0.08	0.523392
n	-0.878765	0.110313	-0.46433
v	-0.72	0.04	0.709045
n	-0.690827	0.0337606	0.722231
v	-0.756936	0.04	0.56
n	-0.980744	0.0584556	-0.186346
v	-0.72	0.050745	0.52
n	-0.882635	0.070314	-0.464771
v	-0.721116	0.04	0.52
n	-0.880165	0.0566895	-0.47127
v	-0.72	0.04	0.518927
n	-0.879729	0.0562052	-0.472142
v	-0.72	0	0.709972
n	-0.69243	-7.8246e-08	0.721485
v	-0.757759	0	0.56
n	-0.980385	0	-0.197091
v	-0.7225	0	0.52
n	-0.883111	0	-0.469164
v	-0.72	0	0.517557
n	-0.883125	0	-0.469138
v	-0.72	-0.04	0.709045
n	-0.690827	-0.0337606	0.722232
v	-0.756936	-0.04	0.56
n	-0.980744	-0.0584556	-0.186346
v	-0.721116	-0.04	0.52
n	-0.880165	-0.0566893	-0.471271
v	-0.72	-0.04	0.518927
n	-0.879729	-0.056205	-0.472142
v	-0.72	-0.08	0.706342
n	-0.688861	-0.0677455	0.721721
v	-0.754399	-0.08	0.56
n	-0.975733	-0.0899429	-0.19964
v	-0.72	-0.08	0.523392
n	-0.878766	-0.110312	-0.46433
v	-0.72	-0.050745	0.52
n	-0.882635	-0.0703138	-0.464771
v	-0.758685	-0.12	0.68
n	-0.782123	-0.10647	0.613961
v	-0.72	-0.12	0.702087
n	-0.706411	-0.0943825	0.701481
v	-0.749917	-0.12	0.56
n	-0.969773	-0.11144	-0.217073
v	-0.72	-0.12	0.530694
n	-0.870893	-0.150528	-0.467852
v	-0.752916	-0.16	0.68
n	-0.771666	-0.145068	0.619264
v	-0.72	-0.16	0.696634
n	-0.714727	-0.160351	0.680773
v	-0.74301	-0.16	0.56
n	-0.937459	-0.18806	-0.292924
v	-0.72	-0.16	0.54005
n	-0.891192	-0.211948	-0.401068
v	-0.744463	-0.2	0.68
n	-0.749092	-0.182188	0.636921
v	-0.72	-0.2	0.690444
n	-0.708651	-0.186856	0.680367
v	-0.732738	-0.2	0.56
n	-0.931828	-0.249145	-0.263863
v	-0.72	-0.2	0.550669
n	-0.907461	-0.235803	-0.347723
v	-0.731894	-0.24	0.68
n	-0.729528	-0.260979	0.632201
v	-0.72	-0.24	0.684046
n	-0.718577	-0.25848	0.645627
v	-0.72	-0.233998	0.56
n	-0.918022	-0.295377	-0.264551
v	-0.72	-0.24	0.562421
n	-0.91821	-0.296799	-0.262299
v	-0.72	-0.266705	0.68
n	-0.719279	-0.274574	0.638159
v	-0.72	-0.28	0.674447
n	-0.751586	-0.274518	0.599798
v	-0.755292	-0.28	0.6
n	-0.923156	-0.342961	0.173667
v	-0.72	-0.28	0.577705
n	-0.933923	-0.357306	-0.0109407
v	-0.72	-0.32	0.660072
n	-0.794532	-0.366101	0.484448
v	-0.74207	-0.32	0.6
n	-0.911002	-0.381603	0.156383
v	-0.72	-0.32	0.590855
n	-0.892596	-0.439423	0.100892
v	-0.757189	-0.36	0.64
n	-0.822886	-0.405897	0.397626
v	-0.72	-0.36	0.649128
n	-0.809445	-0.376619	0.450507
v	-0.72	-0.356539	0.6
n	-0.89652	-0.420429	0.139612
v	-0.72	-0.36	0.60376
n	-0.880031	-0.434586	0.191522
v	-0.744054	-0.4	0.64
n	-0.813237	-0.418666	0.404184
v	-0.72	-0.4	0.642194
n	-0.811406	-0.43718	0.387936
v	-0.72	-0.4	0.631291
n	-0.819504	-0.456975	0.345814
v	-0.72	-0.428135	0.64
n	-0.795142	-0.45829	0.39714
v	-0.68	0.488716	0.64
n	-0.736183	0.517878	0.435702
v	-0.688479	0.48	0.64
n	-0.760705	0.517769	0.391463
v	-0.68	0.48	0.640396
n	-0.750086	0.514458	0.415577
v	-0.68	0.48	0.638426
n	-0.761161	0.510915	0.3995
v	-0.715225	0.44	0.64
n	-0.778339	0.463009	0.424041
v	-0.68	0.44	0.646824
n	-0.748945	0.504707	0.429362
v	-0.68	0.44	0.612907
n	-0.788975	0.537734	0.297257
v	-0.68	0.4	0.659281
n	-0.760786	0.450001	0.467658
v	-0.68	0.429561	0.6
n	-0.845428	0.509499	0.160191
v	-0.701551	0.4	0.6
n	-0.851225	0.463232	0.24664
v	-0.68	0.4	0.591578
n	-0.851625	0.514012	0.102605
v	-0.68	0.36	0.67793
n	-0.689301	0.3602	0.628586
v	-0.718685	0.36	0.6
n	-0.891631	0.43511	0.125193
v	-0.68	0.36	0.574518
n	-0.88454	0.45995	-0.0776854
v	-0.68	0.356558	0.68
n	-0.666259	0.358717	0.653774
v	-0.700981	0.32	0.68
n	-0.69632	0.347948	0.627751
v	-0.68	0.32	0.687975
n	-0.685555	0.341826	0.642782
v	-0.68	0.333609	0.56
n	-0.87523	0.427365	-0.226565
v	-0.68781	0.32	0.56
n	-0.869339	0.430834	-0.24214
v	-0.68	0.32	0.554907
n	-0.867012	0.428688	-0.254002
v	-0.716001	0.28	0.68
n	-0.721234	0.267707	0.638869
v	-0.68	0.28	0.698133
n	-0.672368	0.291724	0.680307
v	-0.706062	0.28	0.56
n	-0.887399	0.360464	-0.287384
v	-0.68	0.28	0.537477
n	-0.848879	0.351563	-0.394725
v	-0.68	0.24	0.709045
n	-0.63487	0.221249	0.740263
v	-0.718464	0.24	0.56
n	-0.918002	0.295417	-0.264577
v	-0.68	0.242662	0.52
n	-0.825356	0.287486	-0.485942
v	-0.681162	0.24	0.52
n	-0.824545	0.283509	-0.489641
v	-0.68	0.24	0.518927
n	-0.82455	0.283508	-0.489633
v	-0.68	0.2	0.719961
n	-0.621848	0.180683	0.76201
v	-0.695776	0.2	0.52
n	-0.840294	0.247609	-0.482282
v	-0.68	0.2	0.502792
n	-0.803259	0.237396	-0.546276
v	-0.68	0.199846	0.72
n	-0.621848	0.180681	0.76201
v	-0.692094	0.16	0.72
n	-0.615345	0.142388	0.775291
v	-0.68	0.16	0.725447
n	-0.596954	0.129642	0.791732
v	-0.706044	0.16	0.52
n	-0.844699	0.191418	-0.499843
v	-0.68	0.16	0.487766
n	-0.816455	0.200233	-0.541579
v	-0.700508	0.12	0.72
n	-0.634151	0.105465	0.765983
v	-0.68	0.12	0.730138
n	-0.592967	0.107559	0.798011
v	-0.713218	0.12	0.52
n	-0.855469	0.151329	-0.49525
v	-0.68	0.1359	0.48
n	-0.835962	0.167374	-0.522642
v	-0.683772	0.12	0.48
n	-0.837135	0.153525	-0.525009
v	-0.68	0.12	0.47505
n	-0.844574	0.152449	-0.513277
v	-0.706059	0.08	0.72
n	-0.663177	0.0695234	0.745227
v	-0.68	0.08	0.733732
n	-0.603145	0.0696254	0.794587
v	-0.717982	0.08	0.52
n	-0.871353	0.109133	-0.478367
v	-0.69036	0.08	0.48
n	-0.844593	0.104933	-0.525025
v	-0.68	0.08	0.465506
n	-0.853482	0.105305	-0.510373
v	-0.709229	0.04	0.72
n	-0.669979	0.0330317	0.741645
v	-0.68	0.04	0.73599
n	-0.580286	0.0373927	0.813554
v	-0.694106	0.04	0.48
n	-0.84703	0.0530899	-0.528888
v	-0.68	0.04	0.459513
n	-0.85979	0.0469082	-0.508488
v	-0.710261	0	0.72
n	-0.674246	-8.0092e-08	0.738507
v	-0.68	0	0.73676
n	-0.58706	-7.07374e-08	0.809543
v	-0.695323	0	0.48
n	-0.845819	0	-0.53347
v	-0.68	0	0.457469
n	-0.866344	0.00145794	-0.499446
v	-0.709229	-0.04	0.72
n	-0.669979	-0.0330318	0.741645
v	-0.68	-0.04	0.73599
n	-0.580286	-0.0373928	0.813554
v	-0.694106	-0.04	0.48
n	-0.84703	-0.0530896	-0.528888
v	-0.68	-0.04	0.459513
n	-0.85979	-0.0469079	-0.508488
v	-0.706059	-0.08	0.72
n	-0.663177	-0.0695232	0.745226
v	-0.68	-0.08	0.733732
n	-0.603145	-0.0696254	0.794587
v	-0.717982	-0.08	0.52
n	-0.871353	-0.109132	-0.478367
v	-0.69036	-0.08	0.48
n	-0.844593	-0.104933	-0.525025
v	-0.68	-0.08	0.465506
n	-0.853482	-0.105304	-0.510373
v	-0.700508	-0.12	0.72
n	-0.634151	-0.105465	0.765983
v	-0.68	-0.12	0.730138
n	-0.592967	-0.107559	0.798011
v	-0.713218	-0.12	0.52
n	-0.855469	-0.151328	-0.49525
v	-0.683772	-0.12	0.48
n	-0.837135	-0.153525	-0.525009
v	-0.68	-0.12	0.47505
n	-0.844574	-0.152449	-0.513277
v	-0.692094	-0.16	0.72
n	-0.615345	-0.142387	0.775291
v	-0.68	-0.16	0.725447
n	-0.596954	-0.129642	0.791732
v	-0.706044	-0.16	0.52
n	-0.844699	-0.191419	-0.499843
v	-0.68	-0.16	0.487766
n	-0.816455	-0.200233	-0.541579
v	-0.68	-0.1359	0.48
n	-0.835962	-0.167374	-0.522642
v	-0.68	-0.199846	0.72
n	-0.621848	-0.18068	0.76201
v	-0.68	-0.2	0.719961
n	-0.621848	-0.180683	0.76201
v	-0.695777	-0.2	0.52
n	-0.840294	-0.247609	-0.482282
v	-0.68	-0.2	0.502792
n	-0.803259	-0.237396	-0.546276
v	-0.68	-0.24	0.709045
n	-0.63487	-0.221249	0.740263
v	-0.718464	-0.24	0.56
n	-0.918002	-0.295417	-0.264577
v	-0.681162	-0.24	0.52
n	-0.824545	-0.283509	-0.489641
v	-0.68	-0.24	0.518927
n	-0.82455	-0.283509	-0.489633
v	-0.716001	-0.28	0.68
n	-0.721234	-0.267707	0.638869
v	-0.68	-0.28	0.698133
n	-0.672368	-0.291724	0.680307
v	-0.706062	-0.28	0.56
n	-0.887398	-0.360464	-0.287384
v	-0.68	-0.28	0.537477
n	-0.848879	-0.351563	-0.394725
v	-0.68	-0.242662	0.52
n	-0.825356	-0.287486	-0.485942
v	-0.700982	-0.32	0.68
n	-0.69632	-0.347948	0.627751
v	-0.68	-0.32	0.687975
n	-0.685555	-0.341826	0.642782
v	-0.68781	-0.32	0.56
n	-0.869339	-0.430834	-0.24214
v	-0.68	-0.32	0.554907
n	-0.867011	-0.428689	-0.254002
v	-0.68	-0.356558	0.68
n	-0.666259	-0.358717	0.653774
v	-0.68	-0.36	0.67793
n	-0.689301	-0.3602	0.628586
v	-0.718685	-0.36	0.6
n	-0.891631	-0.43511	0.125193
v	-0.68	-0.333609	0.56
n	-0.87523	-0.427365	-0.226565
v	-0.68	-0.36	0.574518
n	-0.88454	-0.45995	-0.0776858
v	-0.68	-0.4	0.659281
n	-0.760786	-0.450001	0.467658
v	-0.701551	-0.4	0.6
n	-0.851225	-0.463232	0.246639
v	-0.68	-0.4	0.591578
n	-0.851625	-0.514012	0.102604
v	-0.715225	-0.44	0.64
n	-0.778339	-0.463009	0.424041
v	-0.68	-0.44	0.646824
n	-0.748945	-0.504707	0.429362
v	-0.68	-0.429561	0.6
n	-0.845428	-0.509499	0.16019
v	-0.68	-0.44	0.612907
n	-0.788975	-0.537734	0.297256
v	-0.688479	-0.48	0.64
n	-0.760705	-0.517769	0.391463
v	-0.68	-0.48	0.640396
n	-0.750086	-0.514458	0.415577
v	-0.68	-0.48	0.638426
n	-0.761161	-0.510915	0.3995
v	-0.68	-0.488716	0.64
n	-0.736183	-0.517878	0.435702
v	-0.64	0.544157	0.64
n	-0.681518	0.584922	0.439771
v	-0.663145	0.52	0.64
n	-0.710003	0.569061	0.414806
v	-0.64	0.52	0.641953
n	-0.680438	0.57119	0.459071
v	-0.64	0.52	0.632245
n	-0.742857	0.572894	0.346346
v	-0.64	0.48	0.651823
n	-0.730926	0.525149	0.435852
v	-0.64	0.487085	0.6
n	-0.766953	0.608661	0.203259
v	-0.64612	0.48	0.6
n	-0.784464	0.591706	0.185744
v	-0.64	0.48	0.598401
n	-0.784899	0.59732	0.164751
v	-0.64	0.44	0.670131
n	-0.682077	0.463685	0.565479
v	-0.674421	0.44	0.6
n	-0.82013	0.548023	0.164495
v	-0.64	0.44	0.581653
n	-0.814126	0.580492	-0.0150798
v	-0.64	0.425404	0.68
n	-0.648663	0.391912	0.652412
v	-0.658131	0.4	0.68
n	-0.654372	0.410871	0.634809
v	-0.64	0.4	0.686231
n	-0.626128	0.396765	0.671224
v	-0.64	0.404994	0.56
n	-0.807652	0.523818	-0.270765
v	-0.643564	0.4	0.56
n	-0.833056	0.499709	-0.237296
v	-0.64	0.4	0.557899
n	-0.799328	0.506949	-0.32261
v	-0.678472	0.36	0.68
n	-0.677106	0.352428	0.646005
v	-0.64	0.36	0.6989
n	-0.621779	0.370363	0.690089
v	-0.668282	0.36	0.56
n	-0.838927	0.443438	-0.315539
v	-0.64	0.36	0.536161
n	-0.793571	0.460417	-0.39782
v	-0.64	0.32	0.713808
n	-0.593859	0.292324	0.749585
v	-0.64	0.334727	0.52
n	-0.760238	0.397686	-0.513696
v	-0.648499	0.32	0.52
n	-0.757253	0.393524	-0.521255
v	-0.64	0.32	0.511887
n	-0.752086	0.379686	-0.538707
v	-0.64	0.304822	0.72
n	-0.575391	0.274012	0.770612
v	-0.652661	0.28	0.72
n	-0.590724	0.250023	0.76716
v	-0.64	0.28	0.725447
n	-0.552216	0.237877	0.799045
v	-0.667265	0.28	0.52
n	-0.796563	0.324371	-0.510167
v	-0.64	0.28	0.487766
n	-0.764571	0.341978	-0.546335
v	-0.668429	0.24	0.72
n	-0.618485	0.211439	0.756816
v	-0.64	0.24	0.734477
n	-0.557146	0.203631	0.805061
v	-0.64	0.267481	0.48
n	-0.783496	0.326219	-0.528881
v	-0.652182	0.24	0.48
n	-0.797386	0.298209	-0.52464
v	-0.64	0.24	0.463531
n	-0.818495	0.314126	-0.481031
v	-0.679964	0.2	0.72
n	-0.621847	0.180683	0.762011
v	-0.64	0.2	0.74323
n	-0.520407	0.163955	0.838031
v	-0.665731	0.2	0.48
n	-0.819605	0.25064	-0.515197
v	-0.64	0.2	0.440291
n	-0.847211	0.269617	-0.457755
v	-0.64	0.16	0.751199
n	-0.521763	0.132094	0.842801
v	-0.67561	0.16	0.48
n	-0.832309	0.197676	-0.517867
v	-0.64	0.19945	0.44
n	-0.848948	0.270359	-0.454086
v	-0.652208	0.16	0.44
n	-0.86935	0.215926	-0.444529
v	-0.64	0.16	0.418298
n	-0.873603	0.223123	-0.432475
v	-0.64	0.12	0.757922
n	-0.524619	0.0973514	0.845753
v	-0.660994	0.12	0.44
n	-0.876187	0.166936	-0.452138
v	-0.64	0.12058	0.4
n	-0.909598	0.18074	-0.374119
v	-0.64014	0.12	0.4
n	-0.909597	0.180741	-0.374119
v	-0.64	0.12	0.399704
n	-0.909598	0.180741	-0.374119
v	-0.64	0.103687	0.76
n	-0.525297	0.0872364	0.846435
v	-0.644121	0.08	0.76
n	-0.5265	0.0630603	0.847833
v	-0.64	0.08	0.76188
n	-0.526471	0.0630598	0.847851
v	-0.666878	0.08	0.44
n	-0.883772	0.109586	-0.454905
v	-0.647092	0.08	0.4
n	-0.918787	0.122591	-0.375236
v	-0.64	0.08	0.384222
n	-0.923277	0.127784	-0.362258
v	-0.648202	0.04	0.76
n	-0.533401	0.0332557	0.845209
v	-0.64	0.04	0.763859
n	-0.524705	0.0345377	0.850583
v	-0.670267	0.04	0.44
n	-0.887857	0.0491834	-0.457483
v	-0.651083	0.04	0.4
n	-0.923646	0.0642074	-0.37783
v	-0.64	0.04	0.374569
n	-0.935682	0.0725138	-0.345312
v	-0.649533	0	0.76
n	-0.534198	-6.90582e-08	0.84536
v	-0.64	0	0.764532
n	-0.524757	-7.13026e-08	0.851252
v	-0.671374	0	0.44
n	-0.890563	-0.000680463	-0.454858
v	-0.652385	0	0.4
n	-0.924344	0	-0.38156
v	-0.64	0	0.37129
n	-0.940562	0.000812311	-0.33962
v	-0.648202	-0.04	0.76
n	-0.533401	-0.0332557	0.845209
v	-0.64	-0.04	0.763859
n	-0.524706	-0.0345377	0.850583
v	-0.670267	-0.04	0.44
n	-0.887857	-0.0491831	-0.457483
v	-0.651083	-0.04	0.4
n	-0.923646	-0.0642073	-0.37783
v	-0.64	-0.04	0.374569
n	-0.935682	-0.0725137	-0.345312
v	-0.644121	-0.08	0.76
n	-0.5265	-0.0630604	0.847833
v	-0.64	-0.08	0.76188
n	-0.526471	-0.0630599	0.847851
v	-0.666878	-0.08	0.44
n	-0.883772	-0.109586	-0.454905
v	-0.647092	-0.08	0.4
n	-0.918787	-0.122591	-0.375236
v	-0.64	-0.08	0.384222
n	-0.923277	-0.127784	-0.362259
v	-0.64	-0.103687	0.76
n	-0.525297	-0.0872363	0.846435
v	-0.64	-0.12	0.757922
n	-0.524619	-0.0973513	0.845753
v	-0.660994	-0.12	0.44
n	-0.876187	-0.166936	-0.452138
v	-0.64014	-0.12	0.4
n	-0.909597	-0.180741	-0.374119
v	-0.64	-0.12	0.399704
n	-0.909598	-0.180741	-0.374119
v	-0.64	-0.16	0.751199
n	-0.521763	-0.132094	0.842801
v	-0.67561	-0.16	0.48
n	-0.832309	-0.197676	-0.517867
v	-0.652208	-0.16	0.44
n	-0.86935	-0.215926	-0.444529
v	-0.64	-0.16	0.418298
n	-0.873603	-0.223123	-0.432475
v	-0.64	-0.12058	0.4
n	-0.909598	-0.18074	-0.374119
v	-0.679964	-0.2	0.72
n	-0.621847	-0.180683	0.762011
v	-0.64	-0.2	0.74323
n	-0.520407	-0.163955	0.838031
v	-0.665731	-0.2	0.48
n	-0.819605	-0.25064	-0.515196
v	-0.64	-0.2	0.440291
n	-0.847211	-0.269617	-0.457755
v	-0.64	-0.19945	0.44
n	-0.848948	-0.270359	-0.454086
v	-0.668429	-0.24	0.72
n	-0.618485	-0.211439	0.756816
v	-0.64	-0.24	0.734477
n	-0.557146	-0.203631	0.805061
v	-0.652182	-0.24	0.48
n	-0.797386	-0.298209	-0.52464
v	-0.64	-0.24	0.463531
n	-0.818495	-0.314126	-0.481031
v	-0.652661	-0.28	0.72
n	-0.590724	-0.250023	0.76716
v	-0.64	-0.28	0.725447
n	-0.552216	-0.237877	0.799045
v	-0.667265	-0.28	0.52
n	-0.796563	-0.324371	-0.510168
v	-0.64	-0.267481	0.48
n	-0.783496	-0.326219	-0.528881
v	-0.64	-0.28	0.487766
n	-0.764571	-0.341978	-0.546335
v	-0.64	-0.304822	0.72
n	-0.575391	-0.274013	0.770612
v	-0.64	-0.32	0.713808
n	-0.593859	-0.292324	0.749585
v	-0.648498	-0.32	0.52
n	-0.757253	-0.393524	-0.521255
v	-0.64	-0.32	0.511887
n	-0.752086	-0.379686	-0.538707
v	-0.678472	-0.36	0.68
n	-0.677106	-0.352428	0.646005
v	-0.64	-0.36	0.6989
n	-0.621779	-0.370363	0.690089
