      -0.800000	       0.440000	       0.400000
      -0.822222	       0.400000	       0.400000
      -0.800000	       0.400000	       0.440000
      -0.800000	       0.560000	       0.200000
      -0.888889	       0.400000	       0.200000
      -0.800000	       0.600000	       0.000000
      -0.911111	       0.400000	       0.000000
      -0.800000	       0.560000	      -0.200000
      -0.888889	       0.400000	      -0.200000
      -0.800000	       0.440000	      -0.400000
      -0.822222	       0.400000	      -0.400000
      -0.800000	       0.400000	      -0.440000
      -0.888889	       0.200000	       0.400000
      -0.800000	       0.200000	       0.560000
      -0.955556	       0.200000	       0.200000
      -0.977778	       0.200000	       0.000000
      -0.955556	       0.200000	      -0.200000
      -0.888889	       0.200000	      -0.400000
      -0.800000	       0.200000	      -0.560000
      -0.911111	       0.000000	       0.400000
      -0.800000	       0.000000	       0.600000
      -0.977778	       0.000000	       0.200000
      -1.000000	       0.000000	       0.000000
      -0.977778	       0.000000	      -0.200000
      -0.911111	       0.000000	      -0.400000
      -0.800000	       0.000000	      -0.600000
      -0.888889	      -0.200000	       0.400000
      -0.800000	      -0.200000	       0.560000
      -0.955556	      -0.200000	       0.200000
      -0.977778	      -0.200000	       0.000000
      -0.955556	      -0.200000	      -0.200000
      -0.888889	      -0.200000	      -0.400000
      -0.800000	      -0.200000	      -0.560000
      -0.822222	      -0.400000	       0.400000
      -0.800000	      -0.400000	       0.440000
      -0.888889	      -0.400000	       0.200000
      -0.911111	      -0.400000	       0.000000
      -0.888889	      -0.400000	      -0.200000
      -0.822222	      -0.400000	      -0.400000
      -0.800000	      -0.400000	      -0.440000
      -0.800000	      -0.440000	       0.400000
      -0.800000	      -0.560000	       0.200000
      -0.800000	      -0.600000	       0.000000
      -0.800000	      -0.560000	      -0.200000
      -0.800000	      -0.440000	      -0.400000
      -0.600000	       0.685714	       0.400000
      -0.685714	       0.600000	       0.400000
      -0.600000	       0.600000	       0.520000
      -0.600000	       0.771429	       0.200000
      -0.771429	       0.600000	       0.200000
      -0.600000	       0.800000	       0.000000
      -0.800000	       0.600000	       0.000000
      -0.600000	       0.771429	      -0.200000
      -0.771429	       0.600000	      -0.200000
      -0.600000	       0.685714	      -0.400000
      -0.685714	       0.600000	      -0.400000
      -0.600000	       0.600000	      -0.520000
